sku,produto,quantidade_vendida,primeiro_nome,sobrenome,data,loja,preco_unitario,faturamento,dia,mes_num,mes,ano,semana,nome_completo
HL8851,Notebook,4,Rafaella,Mello,2018-01-12,Curitiba,3500.0,14000.0,12,1,Jan,2018,Sex,Rafaella Mello
HL1148,Câmera,2,Vanessa,Bach,2018-04-14,Curitiba,2100.0,4200.0,14,4,Abr,2018,Sáb,Vanessa Bach
HL2714,Tablet,5,Breno,Farias,2018-05-29,Curitiba,1600.0,8000.0,29,5,Mai,2018,Ter,Breno Farias
HL9962,Android,5,Caroline,Pinto,2018-09-04,Curitiba,3400.0,17000.0,4,9,Set,2018,Ter,Caroline Pinto
HL7348,SmartWatch,3,Victor,Franco,2018-01-25,Curitiba,1400.0,4200.0,25,1,Jan,2018,Qui,Victor Franco
HL1918,iPhone,2,Jeferson,Sone,2018-10-16,Curitiba,5300.0,10600.0,16,10,Out,2018,Ter,Jeferson Sone
HL1918,iPhone,4,Kim,Ferreira,2018-04-18,Curitiba,5300.0,21200.0,18,4,Abr,2018,Qua,Kim Ferreira
HL1918,iPhone,5,Débora,Lopes,2018-06-17,Curitiba,5300.0,26500.0,17,6,Jun,2018,Dom,Débora Lopes
HL4379,Televisão,3,Izabel,Lopes,2018-05-18,Curitiba,2500.0,7500.0,18,5,Mai,2018,Sex,Izabel Lopes
HL1918,iPhone,5,Diego,Rodrigues,2018-03-18,Curitiba,5300.0,26500.0,18,3,Mar,2018,Dom,Diego Rodrigues
HL1148,Câmera,5,Cícero,Lima,2018-05-05,Curitiba,2100.0,10500.0,5,5,Mai,2018,Sáb,Cícero Lima
HL2714,Tablet,4,Philipe,Morete,2018-08-19,Curitiba,1600.0,6400.0,19,8,Ago,2018,Dom,Philipe Morete
HL2714,Tablet,3,Izabel,Miura,2018-08-30,Curitiba,1600.0,4800.0,30,8,Ago,2018,Qui,Izabel Miura
HL1148,Câmera,1,Cézar,Santos,2018-06-05,Curitiba,2100.0,2100.0,5,6,Jun,2018,Ter,Cézar Santos
HL8851,Notebook,2,Luis,Souza,2018-05-26,Curitiba,3500.0,7000.0,26,5,Mai,2018,Sáb,Luis Souza
HL4379,Televisão,4,Adrielle,Forte,2018-02-09,Curitiba,2500.0,10000.0,9,2,Fev,2018,Sex,Adrielle Forte
HL1148,Câmera,4,Célio,Xavier,2018-12-30,Curitiba,2100.0,8400.0,30,12,Dez,2018,Dom,Célio Xavier
HL1918,iPhone,2,Nathalia,Ventura,2018-08-06,Curitiba,5300.0,10600.0,6,8,Ago,2018,Seg,Nathalia Ventura
HL4379,Televisão,5,Lucas,Rodrigues,2018-02-14,Curitiba,2500.0,12500.0,14,2,Fev,2018,Qua,Lucas Rodrigues
HL1918,iPhone,4,Priscila,Carvalho,2018-04-26,Curitiba,5300.0,21200.0,26,4,Abr,2018,Qui,Priscila Carvalho
HL7348,SmartWatch,3,Helena,Chafin,2018-10-14,Curitiba,1400.0,4200.0,14,10,Out,2018,Dom,Helena Chafin
HL7348,SmartWatch,2,Anna,Maia,2018-02-01,Curitiba,1400.0,2800.0,1,2,Fev,2018,Qui,Anna Maia
HL4379,Televisão,1,Wen,Santos,2018-07-02,Curitiba,2500.0,2500.0,2,7,Jul,2018,Seg,Wen Santos
HL4379,Televisão,3,Carlos,Portela,2018-06-23,Curitiba,2500.0,7500.0,23,6,Jun,2018,Sáb,Carlos Portela
HL1918,iPhone,5,Gabriel,Rubim,2018-11-07,Curitiba,5300.0,26500.0,7,11,Nov,2018,Qua,Gabriel Rubim
HL7348,SmartWatch,3,Júlio,Freire,2018-05-12,Curitiba,1400.0,4200.0,12,5,Mai,2018,Sáb,Júlio Freire
HL7348,SmartWatch,2,Cícero,Lima,2018-03-06,Curitiba,1400.0,2800.0,6,3,Mar,2018,Ter,Cícero Lima
HL1918,iPhone,4,Kimberly,Sad,2018-02-10,Curitiba,5300.0,21200.0,10,2,Fev,2018,Sáb,Kimberly Sad
HL1918,iPhone,3,Guilherme,Vianna,2018-02-08,Curitiba,5300.0,15900.0,8,2,Fev,2018,Qui,Guilherme Vianna
HL1918,iPhone,1,Jonatas,Passos,2018-08-03,Curitiba,5300.0,5300.0,3,8,Ago,2018,Sex,Jonatas Passos
HL1918,iPhone,3,João,Peçanha,2018-06-18,Curitiba,5300.0,15900.0,18,6,Jun,2018,Seg,João Peçanha
HL1918,iPhone,3,Gustavo,Gomes,2018-11-11,Curitiba,5300.0,15900.0,11,11,Nov,2018,Dom,Gustavo Gomes
HL4379,Televisão,1,Thayna,Martins,2018-12-28,Curitiba,2500.0,2500.0,28,12,Dez,2018,Sex,Thayna Martins
HL4379,Televisão,3,João,Castilho,2018-03-09,Curitiba,2500.0,7500.0,9,3,Mar,2018,Sex,João Castilho
HL4379,Televisão,2,Tiago,Pereira,2018-10-26,Curitiba,2500.0,5000.0,26,10,Out,2018,Sex,Tiago Pereira
HL4379,Televisão,4,Raul,Junqueira,2018-05-07,Curitiba,2500.0,10000.0,7,5,Mai,2018,Seg,Raul Junqueira
HL1918,iPhone,3,Carlos,Souza,2018-10-24,Curitiba,5300.0,15900.0,24,10,Out,2018,Qua,Carlos Souza
HL7348,SmartWatch,3,Luiza,Cavalcanti,2018-08-18,Curitiba,1400.0,4200.0,18,8,Ago,2018,Sáb,Luiza Cavalcanti
HL7348,SmartWatch,5,Glenda,Santos,2018-05-29,Curitiba,1400.0,7000.0,29,5,Mai,2018,Ter,Glenda Santos
HL8851,Notebook,4,Juliana,Goes,2018-09-20,Curitiba,3500.0,14000.0,20,9,Set,2018,Qui,Juliana Goes
HL8851,Notebook,5,Ana,Campos,2018-03-03,Curitiba,3500.0,17500.0,3,3,Mar,2018,Sáb,Ana Campos
HL9962,Android,3,Sylvio,Bernhardt,2018-03-14,Curitiba,3400.0,10200.0,14,3,Mar,2018,Qua,Sylvio Bernhardt
HL1918,iPhone,1,Camilla,Cardeman,2018-05-16,Curitiba,5300.0,5300.0,16,5,Mai,2018,Qua,Camilla Cardeman
HL1918,iPhone,4,Alon,Pestana,2018-02-20,Curitiba,5300.0,21200.0,20,2,Fev,2018,Ter,Alon Pestana
HL1918,iPhone,2,Anna,Maia,2018-03-25,Curitiba,5300.0,10600.0,25,3,Mar,2018,Dom,Anna Maia
HL1918,iPhone,2,Thales,Santos,2018-06-24,Curitiba,5300.0,10600.0,24,6,Jun,2018,Dom,Thales Santos
HL4379,Televisão,5,Clara,Silveira,2018-09-09,Curitiba,2500.0,12500.0,9,9,Set,2018,Dom,Clara Silveira
HL4379,Televisão,2,Isabel,Mesquita,2018-01-03,Curitiba,2500.0,5000.0,3,1,Jan,2018,Qua,Isabel Mesquita
HL1918,iPhone,3,Pedro,Jorge,2018-01-11,Curitiba,5300.0,15900.0,11,1,Jan,2018,Qui,Pedro Jorge
HL1918,iPhone,1,Renan,Freire,2018-05-21,Curitiba,5300.0,5300.0,21,5,Mai,2018,Seg,Renan Freire
HL2714,Tablet,2,Isabella,Scalabrin,2018-11-29,Curitiba,1600.0,3200.0,29,11,Nov,2018,Qui,Isabella Scalabrin
HL4379,Televisão,2,Leonardo,Ferreira,2018-03-25,Curitiba,2500.0,5000.0,25,3,Mar,2018,Dom,Leonardo Ferreira
HL4379,Televisão,4,Daniel,Terra,2018-05-29,Curitiba,2500.0,10000.0,29,5,Mai,2018,Ter,Daniel Terra
HL1918,iPhone,3,Rodrigo,Feijo,2018-02-06,Curitiba,5300.0,15900.0,6,2,Fev,2018,Ter,Rodrigo Feijo
HL7348,SmartWatch,2,Igor,Lima,2018-12-21,Curitiba,1400.0,2800.0,21,12,Dez,2018,Sex,Igor Lima
HL7348,SmartWatch,2,Luana,Santana,2018-09-23,Curitiba,1400.0,2800.0,23,9,Set,2018,Dom,Luana Santana
HL4379,Televisão,4,Bruno,Barcessat,2018-06-19,Curitiba,2500.0,10000.0,19,6,Jun,2018,Ter,Bruno Barcessat
HL9962,Android,5,João,Silva,2018-02-14,Curitiba,3400.0,17000.0,14,2,Fev,2018,Qua,João Silva
HL9962,Android,3,Matheus,Sapir,2018-08-20,Curitiba,3400.0,10200.0,20,8,Ago,2018,Seg,Matheus Sapir
HL1148,Câmera,1,Caio,Silva,2018-08-08,Curitiba,2100.0,2100.0,8,8,Ago,2018,Qua,Caio Silva
HL1918,iPhone,1,William,Mendonça,2018-10-16,Curitiba,5300.0,5300.0,16,10,Out,2018,Ter,William Mendonça
HL1918,iPhone,3,Matheus,Ramos,2018-01-07,Curitiba,5300.0,15900.0,7,1,Jan,2018,Dom,Matheus Ramos
HL4379,Televisão,4,Norman,Jimbo,2018-07-12,Curitiba,2500.0,10000.0,12,7,Jul,2018,Qui,Norman Jimbo
HL7348,SmartWatch,4,Maria,Motta,2018-02-27,Curitiba,1400.0,5600.0,27,2,Fev,2018,Ter,Maria Motta
HL8851,Notebook,2,Mariane,Ferreira,2018-03-13,Curitiba,3500.0,7000.0,13,3,Mar,2018,Ter,Mariane Ferreira
HL8851,Notebook,4,Marcelo,Borges,2018-09-28,Curitiba,3500.0,14000.0,28,9,Set,2018,Sex,Marcelo Borges
HL4379,Televisão,4,Giselia,Thiele,2018-03-30,Curitiba,2500.0,10000.0,30,3,Mar,2018,Sex,Giselia Thiele
HL4379,Televisão,3,Vanessa,Bach,2018-04-15,Curitiba,2500.0,7500.0,15,4,Abr,2018,Dom,Vanessa Bach
HL8851,Notebook,5,João,Júnior,2018-08-27,Curitiba,3500.0,17500.0,27,8,Ago,2018,Seg,João Júnior
HL1918,iPhone,5,Mariana,Baptista,2018-08-11,Curitiba,5300.0,26500.0,11,8,Ago,2018,Sáb,Mariana Baptista
HL2714,Tablet,4,Amanda,Delgado,2018-07-11,Curitiba,1600.0,6400.0,11,7,Jul,2018,Qua,Amanda Delgado
HL9962,Android,5,Gabriel,Silva,2018-08-29,Curitiba,3400.0,17000.0,29,8,Ago,2018,Qua,Gabriel Silva
HL1918,iPhone,5,Eduardo,Nunes,2018-04-02,Curitiba,5300.0,26500.0,2,4,Abr,2018,Seg,Eduardo Nunes
HL1918,iPhone,3,Rafael,Rocha,2018-10-21,Curitiba,5300.0,15900.0,21,10,Out,2018,Dom,Rafael Rocha
HL1918,iPhone,2,Anna,Maia,2018-11-13,Curitiba,5300.0,10600.0,13,11,Nov,2018,Ter,Anna Maia
HL1148,Câmera,5,João,Alves,2018-05-07,Curitiba,2100.0,10500.0,7,5,Mai,2018,Seg,João Alves
HL1148,Câmera,2,Luis,Garcia,2018-08-16,Curitiba,2100.0,4200.0,16,8,Ago,2018,Qui,Luis Garcia
HL9962,Android,5,João,Siqueira,2018-02-22,Curitiba,3400.0,17000.0,22,2,Fev,2018,Qui,João Siqueira
HL4379,Televisão,3,Breno,Farias,2018-01-24,Curitiba,2500.0,7500.0,24,1,Jan,2018,Qua,Breno Farias
HL4379,Televisão,1,Carolina,Santos,2018-06-12,Curitiba,2500.0,2500.0,12,6,Jun,2018,Ter,Carolina Santos
HL9962,Android,5,Pedro,Oliveira,2018-11-15,Curitiba,3400.0,17000.0,15,11,Nov,2018,Qui,Pedro Oliveira
HL2714,Tablet,4,Stephanie,Oliveira,2018-03-03,Curitiba,1600.0,6400.0,3,3,Mar,2018,Sáb,Stephanie Oliveira
HL8851,Notebook,3,Julia,Leite,2018-01-12,Curitiba,3500.0,10500.0,12,1,Jan,2018,Sex,Julia Leite
HL8851,Notebook,3,Pedro,Santana,2018-08-21,Curitiba,3500.0,10500.0,21,8,Ago,2018,Ter,Pedro Santana
HL1148,Câmera,5,Patrícia,Ferreira,2018-02-20,Curitiba,2100.0,10500.0,20,2,Fev,2018,Ter,Patrícia Ferreira
HL8851,Notebook,3,Renan,Firmino,2018-10-21,Curitiba,3500.0,10500.0,21,10,Out,2018,Dom,Renan Firmino
HL2714,Tablet,3,Anna,Silva,2018-07-01,Curitiba,1600.0,4800.0,1,7,Jul,2018,Dom,Anna Silva
HL1918,iPhone,2,Daniel,Cardoso,2018-07-13,Curitiba,5300.0,10600.0,13,7,Jul,2018,Sex,Daniel Cardoso
HL9962,Android,2,Raphael,Kurtz,2018-07-25,Curitiba,3400.0,6800.0,25,7,Jul,2018,Qua,Raphael Kurtz
HL4379,Televisão,3,Raissa,Negrelli,2018-07-18,Curitiba,2500.0,7500.0,18,7,Jul,2018,Qua,Raissa Negrelli
HL2714,Tablet,2,Eduardo,Nunes,2018-07-24,Curitiba,1600.0,3200.0,24,7,Jul,2018,Ter,Eduardo Nunes
HL4379,Televisão,2,Ana,Campos,2018-08-27,Curitiba,2500.0,5000.0,27,8,Ago,2018,Seg,Ana Campos
HL8851,Notebook,1,Gabriela,Cavalcanti,2018-07-28,Curitiba,3500.0,3500.0,28,7,Jul,2018,Sáb,Gabriela Cavalcanti
HL1148,Câmera,1,Ana,Silva,2018-12-29,Curitiba,2100.0,2100.0,29,12,Dez,2018,Sáb,Ana Silva
HL8851,Notebook,2,Gabriela,Aliani,2018-06-02,Curitiba,3500.0,7000.0,2,6,Jun,2018,Sáb,Gabriela Aliani
HL4379,Televisão,2,Alvaro,Kranz,2018-06-28,Curitiba,2500.0,5000.0,28,6,Jun,2018,Qui,Alvaro Kranz
HL4379,Televisão,5,Rebeca,Reis,2018-11-08,Curitiba,2500.0,12500.0,8,11,Nov,2018,Qui,Rebeca Reis
HL9962,Android,2,Rafaela,Ferreira,2018-09-14,Curitiba,3400.0,6800.0,14,9,Set,2018,Sex,Rafaela Ferreira
HL4379,Televisão,5,Isabela,Chagas,2018-11-03,Curitiba,2500.0,12500.0,3,11,Nov,2018,Sáb,Isabela Chagas
HL4379,Televisão,1,Roberta,Nogueira,2018-01-29,Curitiba,2500.0,2500.0,29,1,Jan,2018,Seg,Roberta Nogueira
HL8851,Notebook,1,Raphael,Guedes,2018-12-10,Curitiba,3500.0,3500.0,10,12,Dez,2018,Seg,Raphael Guedes
HL9962,Android,5,Rafaela,Feio,2018-12-08,Curitiba,3400.0,17000.0,8,12,Dez,2018,Sáb,Rafaela Feio
HL1148,Câmera,1,Rogério,Gentile,2018-05-02,Curitiba,2100.0,2100.0,2,5,Mai,2018,Qua,Rogério Gentile
HL4379,Televisão,4,Desirée,Heimlich,2018-11-08,Curitiba,2500.0,10000.0,8,11,Nov,2018,Qui,Desirée Heimlich
HL7348,SmartWatch,4,Luana,Santos,2018-07-12,Curitiba,1400.0,5600.0,12,7,Jul,2018,Qui,Luana Santos
HL4379,Televisão,4,Lucas,Baptista,2018-03-10,Curitiba,2500.0,10000.0,10,3,Mar,2018,Sáb,Lucas Baptista
HL7348,SmartWatch,5,Eduardo,Soares,2018-07-11,Curitiba,1400.0,7000.0,11,7,Jul,2018,Qua,Eduardo Soares
HL1918,iPhone,4,Natali,Rangel,2018-10-30,Curitiba,5300.0,21200.0,30,10,Out,2018,Ter,Natali Rangel
HL1918,iPhone,1,Natalia,Andrade,2018-08-13,Curitiba,5300.0,5300.0,13,8,Ago,2018,Seg,Natalia Andrade
HL4379,Televisão,4,Jonatas,Essaber,2018-08-19,Curitiba,2500.0,10000.0,19,8,Ago,2018,Dom,Jonatas Essaber
HL9962,Android,2,Gabrielle,Wanderley,2018-07-27,Curitiba,3400.0,6800.0,27,7,Jul,2018,Sex,Gabrielle Wanderley
HL4379,Televisão,1,Gustavo,Junior,2018-09-01,Curitiba,2500.0,2500.0,1,9,Set,2018,Sáb,Gustavo Junior
HL8851,Notebook,5,Mayara,Soares,2018-10-31,Curitiba,3500.0,17500.0,31,10,Out,2018,Qua,Mayara Soares
HL7348,SmartWatch,1,Camilla,Cardeman,2018-12-01,Curitiba,1400.0,1400.0,1,12,Dez,2018,Sáb,Camilla Cardeman
HL2714,Tablet,2,Norman,Jimbo,2018-08-25,Curitiba,1600.0,3200.0,25,8,Ago,2018,Sáb,Norman Jimbo
HL1918,iPhone,1,Rafael,Guimarães,2018-05-24,Curitiba,5300.0,5300.0,24,5,Mai,2018,Qui,Rafael Guimarães
HL7348,SmartWatch,5,Isabella,Scalabrin,2018-11-12,Curitiba,1400.0,7000.0,12,11,Nov,2018,Seg,Isabella Scalabrin
HL8851,Notebook,1,Guilherme,Seixas,2018-06-08,Curitiba,3500.0,3500.0,8,6,Jun,2018,Sex,Guilherme Seixas
HL1918,iPhone,1,Carolina,Motta,2018-10-16,Curitiba,5300.0,5300.0,16,10,Out,2018,Ter,Carolina Motta
HL9962,Android,4,Rubens,Valente,2018-06-28,Curitiba,3400.0,13600.0,28,6,Jun,2018,Qui,Rubens Valente
HL4379,Televisão,5,Philipe,Morete,2018-12-03,Curitiba,2500.0,12500.0,3,12,Dez,2018,Seg,Philipe Morete
HL4379,Televisão,3,Rafael,Rocha,2018-12-17,Curitiba,2500.0,7500.0,17,12,Dez,2018,Seg,Rafael Rocha
HL1918,iPhone,4,Myllena,Carneiro,2018-01-27,Curitiba,5300.0,21200.0,27,1,Jan,2018,Sáb,Myllena Carneiro
HL2714,Tablet,2,Luiz,Limp,2018-05-07,Curitiba,1600.0,3200.0,7,5,Mai,2018,Seg,Luiz Limp
HL4379,Televisão,4,Matheus,Santos,2018-05-30,Curitiba,2500.0,10000.0,30,5,Mai,2018,Qua,Matheus Santos
HL2714,Tablet,3,Ana,Felippe,2018-10-24,Curitiba,1600.0,4800.0,24,10,Out,2018,Qua,Ana Felippe
HL1918,iPhone,5,Caroline,Aquino,2018-06-30,Curitiba,5300.0,26500.0,30,6,Jun,2018,Sáb,Caroline Aquino
HL4379,Televisão,3,Lais,Candido,2018-08-10,Curitiba,2500.0,7500.0,10,8,Ago,2018,Sex,Lais Candido
HL2714,Tablet,1,Eduardo,Soares,2018-06-14,Curitiba,1600.0,1600.0,14,6,Jun,2018,Qui,Eduardo Soares
HL1148,Câmera,3,Júlio,Fraga,2018-05-04,Curitiba,2100.0,6300.0,4,5,Mai,2018,Sex,Júlio Fraga
HL1918,iPhone,1,Amanda,Amaral,2018-04-12,Curitiba,5300.0,5300.0,12,4,Abr,2018,Qui,Amanda Amaral
HL1918,iPhone,1,Stela,Mendonça,2018-08-23,Curitiba,5300.0,5300.0,23,8,Ago,2018,Qui,Stela Mendonça
HL1918,iPhone,5,Tayla,Lima,2018-05-16,Curitiba,5300.0,26500.0,16,5,Mai,2018,Qua,Tayla Lima
HL4379,Televisão,2,Juliana,Hollander,2018-04-15,Curitiba,2500.0,5000.0,15,4,Abr,2018,Dom,Juliana Hollander
HL1918,iPhone,5,Anderson,Martins,2018-04-20,Curitiba,5300.0,26500.0,20,4,Abr,2018,Sex,Anderson Martins
HL8851,Notebook,3,Alessandra,Martins,2018-06-20,Curitiba,3500.0,10500.0,20,6,Jun,2018,Qua,Alessandra Martins
HL2714,Tablet,5,Priscila,Carvalho,2018-02-23,Curitiba,1600.0,8000.0,23,2,Fev,2018,Sex,Priscila Carvalho
HL9962,Android,3,Juliana,Silva,2018-08-02,Curitiba,3400.0,10200.0,2,8,Ago,2018,Qui,Juliana Silva
HL1148,Câmera,3,Luis,Garcia,2018-05-16,Curitiba,2100.0,6300.0,16,5,Mai,2018,Qua,Luis Garcia
HL1918,iPhone,5,Adriana,Passos,2018-04-16,Curitiba,5300.0,26500.0,16,4,Abr,2018,Seg,Adriana Passos
HL1918,iPhone,2,Julia,Figueiredo,2018-01-30,Curitiba,5300.0,10600.0,30,1,Jan,2018,Ter,Julia Figueiredo
HL4379,Televisão,5,Victor,Lira,2018-03-12,Curitiba,2500.0,12500.0,12,3,Mar,2018,Seg,Victor Lira
HL1918,iPhone,5,Marina,Delgado,2018-12-07,Curitiba,5300.0,26500.0,7,12,Dez,2018,Sex,Marina Delgado
HL1918,iPhone,3,Daniel,Felippe,2018-01-03,Curitiba,5300.0,15900.0,3,1,Jan,2018,Qua,Daniel Felippe
HL4379,Televisão,2,Marina,Marins,2018-02-23,Curitiba,2500.0,5000.0,23,2,Fev,2018,Sex,Marina Marins
HL4379,Televisão,1,Renan,Melo,2018-01-24,Curitiba,2500.0,2500.0,24,1,Jan,2018,Qua,Renan Melo
HL9962,Android,2,Cláudio,Aragão,2018-10-13,Curitiba,3400.0,6800.0,13,10,Out,2018,Sáb,Cláudio Aragão
HL8851,Notebook,4,Caio,Moraes,2018-07-25,Curitiba,3500.0,14000.0,25,7,Jul,2018,Qua,Caio Moraes
HL1918,iPhone,1,Isabelle,Gonçalves,2018-09-08,Curitiba,5300.0,5300.0,8,9,Set,2018,Sáb,Isabelle Gonçalves
HL4379,Televisão,4,Luis,Villanova,2018-10-23,Curitiba,2500.0,10000.0,23,10,Out,2018,Ter,Luis Villanova
HL4379,Televisão,4,Renan,Nascimento,2018-03-25,Curitiba,2500.0,10000.0,25,3,Mar,2018,Dom,Renan Nascimento
HL9962,Android,3,Hygor,Essaber,2018-06-28,Curitiba,3400.0,10200.0,28,6,Jun,2018,Qui,Hygor Essaber
HL8851,Notebook,4,Lívia,Tanaka,2018-01-08,Curitiba,3500.0,14000.0,8,1,Jan,2018,Seg,Lívia Tanaka
HL1918,iPhone,5,Daniel,Sousa,2018-04-17,Curitiba,5300.0,26500.0,17,4,Abr,2018,Ter,Daniel Sousa
HL1918,iPhone,5,Bruno,Ferreira,2018-05-07,Curitiba,5300.0,26500.0,7,5,Mai,2018,Seg,Bruno Ferreira
HL4379,Televisão,2,Gabriel,Pereira,2018-11-17,Curitiba,2500.0,5000.0,17,11,Nov,2018,Sáb,Gabriel Pereira
HL1918,iPhone,4,Jonatas,Essaber,2018-01-21,Curitiba,5300.0,21200.0,21,1,Jan,2018,Dom,Jonatas Essaber
HL7348,SmartWatch,4,Daniel,Costa,2018-08-26,Curitiba,1400.0,5600.0,26,8,Ago,2018,Dom,Daniel Costa
HL2714,Tablet,3,Vanessa,Bach,2018-07-14,Curitiba,1600.0,4800.0,14,7,Jul,2018,Sáb,Vanessa Bach
HL1918,iPhone,1,Pedro,Martins,2018-01-20,Curitiba,5300.0,5300.0,20,1,Jan,2018,Sáb,Pedro Martins
HL1918,iPhone,2,Carolina,Motta,2018-02-13,Curitiba,5300.0,10600.0,13,2,Fev,2018,Ter,Carolina Motta
HL8851,Notebook,5,Anízio,Carvalho,2018-02-11,Curitiba,3500.0,17500.0,11,2,Fev,2018,Dom,Anízio Carvalho
HL7348,SmartWatch,1,Katharina,Barros,2018-01-03,Curitiba,1400.0,1400.0,3,1,Jan,2018,Qua,Katharina Barros
HL8851,Notebook,3,Arthur,Portela,2018-02-27,Curitiba,3500.0,10500.0,27,2,Fev,2018,Ter,Arthur Portela
HL9962,Android,2,Rodrigo,Feijo,2018-01-16,Curitiba,3400.0,6800.0,16,1,Jan,2018,Ter,Rodrigo Feijo
HL1918,iPhone,2,David,Vasconcelos,2018-03-21,Curitiba,5300.0,10600.0,21,3,Mar,2018,Qua,David Vasconcelos
HL8851,Notebook,3,Adrielle,Gabriel,2018-06-22,Curitiba,3500.0,10500.0,22,6,Jun,2018,Sex,Adrielle Gabriel
HL4379,Televisão,1,Gustavo,Erthal,2018-09-08,Curitiba,2500.0,2500.0,8,9,Set,2018,Sáb,Gustavo Erthal
HL7348,SmartWatch,4,João,Araujo,2018-01-13,Curitiba,1400.0,5600.0,13,1,Jan,2018,Sáb,João Araujo
HL4379,Televisão,1,Breno,Quinto,2018-11-21,Curitiba,2500.0,2500.0,21,11,Nov,2018,Qua,Breno Quinto
HL2714,Tablet,2,Juliana,Guimarães,2018-12-31,Curitiba,1600.0,3200.0,31,12,Dez,2018,Seg,Juliana Guimarães
HL2714,Tablet,1,Anderson,Martins,2018-02-23,Curitiba,1600.0,1600.0,23,2,Fev,2018,Sex,Anderson Martins
HL1918,iPhone,4,Gabriela,Cavalcanti,2018-06-12,Curitiba,5300.0,21200.0,12,6,Jun,2018,Ter,Gabriela Cavalcanti
HL1918,iPhone,2,Alberto,Silveira,2018-10-25,Curitiba,5300.0,10600.0,25,10,Out,2018,Qui,Alberto Silveira
HL2714,Tablet,3,Debora,Silva,2018-12-19,Curitiba,1600.0,4800.0,19,12,Dez,2018,Qua,Debora Silva
HL4379,Televisão,3,Ana,Carvalho,2018-10-06,Curitiba,2500.0,7500.0,6,10,Out,2018,Sáb,Ana Carvalho
HL8851,Notebook,4,Deysiane,Medronho,2018-11-11,Curitiba,3500.0,14000.0,11,11,Nov,2018,Dom,Deysiane Medronho
HL7348,SmartWatch,4,Luiz,Almeida,2018-04-02,Curitiba,1400.0,5600.0,2,4,Abr,2018,Seg,Luiz Almeida
HL8851,Notebook,3,Arthur,Souza,2018-02-10,Curitiba,3500.0,10500.0,10,2,Fev,2018,Sáb,Arthur Souza
HL1918,iPhone,4,Bernardo,Botelho,2018-07-25,Curitiba,5300.0,21200.0,25,7,Jul,2018,Qua,Bernardo Botelho
HL1148,Câmera,4,Breno,Britto,2018-10-24,Curitiba,2100.0,8400.0,24,10,Out,2018,Qua,Breno Britto
HL1148,Câmera,1,Vanessa,Rodrigues,2018-11-28,Curitiba,2100.0,2100.0,28,11,Nov,2018,Qua,Vanessa Rodrigues
HL1918,iPhone,1,Miguel,Carneiro,2018-07-19,Curitiba,5300.0,5300.0,19,7,Jul,2018,Qui,Miguel Carneiro
HL1918,iPhone,5,Juliana,Silva,2018-02-18,Curitiba,5300.0,26500.0,18,2,Fev,2018,Dom,Juliana Silva
HL1918,iPhone,4,Carolina,Bernardes,2018-03-02,Curitiba,5300.0,21200.0,2,3,Mar,2018,Sex,Carolina Bernardes
HL8851,Notebook,5,Marcelo,Magalhães,2018-11-08,Curitiba,3500.0,17500.0,8,11,Nov,2018,Qui,Marcelo Magalhães
HL2714,Tablet,4,Isabela,Resende,2018-07-04,Curitiba,1600.0,6400.0,4,7,Jul,2018,Qua,Isabela Resende
HL4379,Televisão,3,João,Bach,2018-02-02,Curitiba,2500.0,7500.0,2,2,Fev,2018,Sex,João Bach
HL2714,Tablet,4,Mayara,Soares,2018-10-27,Curitiba,1600.0,6400.0,27,10,Out,2018,Sáb,Mayara Soares
HL1918,iPhone,5,Sylvio,Bernhardt,2018-05-21,Curitiba,5300.0,26500.0,21,5,Mai,2018,Seg,Sylvio Bernhardt
HL4379,Televisão,4,Renan,Firmino,2018-01-10,Curitiba,2500.0,10000.0,10,1,Jan,2018,Qua,Renan Firmino
HL4379,Televisão,2,Hiaiune,Valim,2018-03-19,Curitiba,2500.0,5000.0,19,3,Mar,2018,Seg,Hiaiune Valim
HL7348,SmartWatch,5,Henrique,Lencastre,2018-12-20,Curitiba,1400.0,7000.0,20,12,Dez,2018,Qui,Henrique Lencastre
HL7348,SmartWatch,1,Juan,Fernandes,2018-07-16,Curitiba,1400.0,1400.0,16,7,Jul,2018,Seg,Juan Fernandes
HL4379,Televisão,3,João,Aires,2018-02-04,Curitiba,2500.0,7500.0,4,2,Fev,2018,Dom,João Aires
HL1918,iPhone,5,Diego,Mello,2018-04-15,Curitiba,5300.0,26500.0,15,4,Abr,2018,Dom,Diego Mello
HL1918,iPhone,2,Caio,Affonso,2018-05-12,Curitiba,5300.0,10600.0,12,5,Mai,2018,Sáb,Caio Affonso
HL9962,Android,2,Raissa,Sales,2018-11-19,Curitiba,3400.0,6800.0,19,11,Nov,2018,Seg,Raissa Sales
HL4379,Televisão,2,Philipe,Morete,2018-08-20,Curitiba,2500.0,5000.0,20,8,Ago,2018,Seg,Philipe Morete
HL4379,Televisão,4,Arthur,Souza,2018-12-26,Curitiba,2500.0,10000.0,26,12,Dez,2018,Qua,Arthur Souza
HL4379,Televisão,5,Mariana,Rotava,2018-01-26,Curitiba,2500.0,12500.0,26,1,Jan,2018,Sex,Mariana Rotava
HL1918,iPhone,5,Adriane,Chagas,2018-09-07,Curitiba,5300.0,26500.0,7,9,Set,2018,Sex,Adriane Chagas
HL8851,Notebook,3,João,Bach,2018-01-07,Curitiba,3500.0,10500.0,7,1,Jan,2018,Dom,João Bach
